Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,onTimeIN,onTimeOUT,Net Salary,Type_Full Day,Type_Half Day,apply_type_Anual,apply_type_Casual
561,4429,Audrey Tromp,Ms.,Female,1,Married,84,2019-01-21,2020-12-04 00:00:00,Inactive,2020-12-04 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,1992,,,,,,,
562,4639,Javon Zulauf,Mr.,Male,1,Single,88,2019-03-11,2020-12-05 00:00:00,Inactive,2020-12-05 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1998,,,,,,,
563,4641,Miss Alta Sipes MD,Mr.,Male,1,Single,88,2019-03-11,2020-06-10 00:00:00,Inactive,2020-06-10 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Trainee QS,1997,,,,,,,
565,4713,Dr Lynn Gleason III,Mr.,Male,1,Single,113,2019-05-15,2021-09-18 00:00:00,Inactive,2021-09-18 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Operation Executive,1995,96.0,126.0,85175.0,,,,
569,4728,Alek Moore,Mr.,Male,1,Married,45,2019-06-03,2021-09-20 00:00:00,Inactive,2021-09-20 00:00:00,569,\N,Management,Contarct Basis,Buddhist,Construction Manager,1966,177.0,153.0,,,,,
570,4769,Dr Donny Ryan III,Mr.,Male,4,Single,98,2019-06-12,2020-10-28 00:00:00,Inactive,2020-10-28 00:00:00,\N,\N,Staff,Contarct Basis,Catholic,Store Executive,1985,,,,,,,
572,4824,Dr Dennis Bosco,Ms.,Female,1,Married,84,2019-08-05,2021-02-28 00:00:00,Inactive,2021-02-28 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,1990,1.0,1.0,,,,,
573,4835,Manuel Bechtelar,Mr.,Male,1,Single,24,2019-09-05,2021-05-31 00:00:00,Inactive,2021-05-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1992,39.0,38.0,,,,,
574,4913,Dr Torey Gibson,Ms.,Female,1,Married,104,2019-11-01,2020-06-12 00:00:00,Inactive,2020-06-12 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Accountant,1983,,,,,,,
576,5017,Maiya Bernier,Ms.,Female,1,Single,143,2020-08-01,2020-12-12 00:00:00,Inactive,2020-12-12 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,HR Assistant,1999,,,,,,,
582,71,Miss Burdette Kunze DDS,Mr.,Male,1,Married,22,1999-07-12,\N,Active,\N,624,\N,Staff,Permanant,Buddhist,Technical Officer,1965,509.0,541.0,203381.01588235292,,,,
583,159,Willa Bruen Jr,Mr.,Male,1,Married,7,2003-09-29,\N,Active,\N,\N,\N,Staff,Permanant,Buddhist,Store Keeper,1981,514.0,560.0,167502.07352941178,,,,
584,4836,Prof Johanna Bednar,Mr.,Male,1,Married,36,2019-08-10,\N,Active,\N,2631,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1988,210.0,467.0,169415.4411764706,,,,
585,4837,Mr Erin Marquardt II,Mr.,Male,1,Married,8,2019-08-05,2020-08-15 00:00:00,Inactive,2020-08-15 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1990,,,,,,,
586,4841,Mariam Carter DVM,Mr.,Male,1,Married,22,2019-08-01,2020-06-13 00:00:00,Inactive,2020-06-13 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1988,,,,,,,
589,4845,Alison Graham,Mr.,Male,1,Married,36,2019-08-01,2020-11-19 00:00:00,Inactive,2020-11-19 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1961,,,,,,,
590,4846,Haleigh McCullough,Mr.,Male,5,Single,22,2019-08-01,2019-12-31 00:00:00,Inactive,2019-12-31 00:00:00,\N,\N,Staff,Contarct Basis,Muslim,Technical Officer,1983,,,,,,,
591,4847,Kelsi Effertz,Mr.,Male,1,Single,22,2019-08-01,2019-12-14 00:00:00,Inactive,2019-12-14 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1995,,,,,,,
592,4848,Prof Cleta Hackett Jr,Mr.,Male,1,Single,22,2019-08-15,2020-01-31 00:00:00,Inactive,2020-01-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991,,,,,,,
594,4853,Sophie Turner,Mr.,Male,1,Single,22,2019-08-02,2019-12-07 00:00:00,Inactive,2019-12-07 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1992,,,,,,,
595,4854,Joaquin Wisozk,Mr.,Male,1,Married,27,2019-08-01,2019-11-30 00:00:00,Inactive,2019-11-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1993,,,,,,,
596,4855,Deontae Zemlak,Mr.,Male,1,Single,22,2019-08-22,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991,184.0,485.0,131337.25,2.0,2.0,0.0,4.0
597,4932,Jeanie McLaughlin,Ms.,Female,1,Single,157,2019-12-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Business Analyst,1988,321.0,468.0,169563.88888888888,20.0,18.0,28.0,10.0
599,4941,Donnell Walsh,Mr.,Male,1,Married,22,2020-01-13,2020-06-24 00:00:00,Inactive,2020-06-24 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1961,,,,,,,
601,4943,Luna Harris DDS,Ms.,Female,1,Single,48,2020-01-27,2021-11-26 00:00:00,Inactive,2021-11-30 00:00:00,1538,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1996,119.0,173.0,47719.79,,,,
603,4938,Prof Delores Barrows,Mr.,Male,3,Single,22,2020-01-06,2020-01-31 00:00:00,Inactive,2020-01-31 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1993,,,,,,,
604,4939,Prof Torey DuBuque,Mr.,Male,1,Married,33,2020-01-13,2021-07-30 00:00:00,Inactive,2021-07-30 00:00:00,1333,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1981,37.0,42.0,179375.0,,,,
605,4927,Stella Aufderhar,Mr.,Male,1,Married,6,2019-12-02,2020-09-18 00:00:00,Inactive,2020-09-18 00:00:00,605,\N,Staff,Contarct Basis,Buddhist,Project Manager,1984,,,,,,,
606,4929,Prof Kameron Murphy Sr,Mr.,Male,1,Married,7,2019-12-04,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1996,571.0,631.0,99497.42705882352,,,,
607,4930,Alessandra Hermann,Ms.,Female,1,Single,89,2019-12-04,2021-05-03 00:00:00,Inactive,2021-05-03 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer,1993,11.0,42.0,,,,,
608,4931,Stone Hyatt I,Mr.,Male,3,Single,22,2019-12-10,2021-03-14 00:00:00,Inactive,2021-02-14 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1994,20.0,21.0,,,,,
609,4933,Ms Wilma Lowe,Ms.,Female,1,Married,84,2019-12-26,2020-07-31 00:00:00,Inactive,2020-07-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,HR Executive,1986,,,,,,,
610,4934,Dr Sigmund Bartell,Mr.,Male,3,Married,9,2019-12-30,2022-09-12 00:00:00,Inactive,2022-09-12 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Assistance QS,1995,445.0,472.0,108422.26214285714,,,,
611,4935,Corene Hyatt Sr,Mr.,Male,1,Married,27,2019-12-30,2022-04-30 00:00:00,Inactive,2022-04-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1971,266.0,273.0,102665.28,,,,
614,4817,Laurence Hamill,Mr.,Male,1,Married,7,2019-07-01,2021-07-31 00:00:00,Inactive,2021-07-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1946,43.0,47.0,74599.52,,,,
615,4580,Mr Wilfredo Schmidt DVM,Mr.,Male,1,Married,33,2019-02-26,2021-10-31 00:00:00,Inactive,2021-10-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1988,169.0,171.0,259691.8566666667,,,,
616,4827,Charlotte Bauch,Mr.,Male,3,Single,8,2019-07-24,2022-02-28 00:00:00,Inactive,2022-02-28 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1993,197.0,265.0,145323.2933333333,,,,
617,4684,Marcelo Lubowitz II,Mr.,Male,5,Single,33,2019-04-23,2020-09-29 00:00:00,Inactive,2020-09-29 00:00:00,\N,\N,Staff,Contarct Basis,Muslim,Site Engineer,1994,,,,,,,
618,4829,Fermin Medhurst,Mr.,Male,1,Married,64,2019-07-24,2022-02-26 00:00:00,Inactive,2022-02-26 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1984,132.0,178.0,112630.62666666666,,,,
619,4831,Jamie Ortiz,Mr.,Male,1,Single,27,2019-07-23,2021-07-30 00:00:00,Inactive,2021-07-30 00:00:00,1333,\N,Staff,Contarct Basis,Buddhist,Supervisor,1991,40.0,56.0,43346.21,,,,
620,4832,Jacky Luettgen,Mr.,Male,1,Single,27,2019-07-23,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Supervisor,1993,482.0,490.0,96086.57333333332,,,,
621,4810,Prof Vinnie Waelchi,Mr.,Male,1,Single,8,2019-07-01,2021-11-30 00:00:00,Inactive,2021-11-30 00:00:00,1538,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1987,110.0,169.0,170775.0025,,,,
622,4862,Demetris Heaney,Mr.,Male,1,Single,36,2019-09-15,2020-11-23 00:00:00,Inactive,2020-11-23 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1990,,,,,,,
624,4863,Justina Tillman,Mr.,Male,1,Single,108,2019-09-15,\N,Active,\N,624,\N,Staff,Contarct Basis,Buddhist,QAQC Engineer,1992,261.0,422.0,258519.2729411765,,,,
625,3950,Mr Giovani Schimmel,Mr.,Male,1,Married,6,2018-06-02,2021-02-12 00:00:00,Inactive,2021-02-12 00:00:00,625,\N,Staff,Contarct Basis,Buddhist,Project Manager,1965,3.0,0.0,,,,,
626,4864,Ricardo Fadel,Ms.,Female,1,Single,48,2019-08-26,2021-10-25 00:00:00,Inactive,2021-10-25 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993,5.0,154.0,79686.36,,,,
627,4865,Anita Sporer IV,Mr.,Male,1,Single,22,2019-09-02,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1990,431.0,462.0,151628.48666666666,,,,
628,4867,Clifton Kerluke,Mr.,Male,1,Married,6,2019-09-12,2022-02-28 00:00:00,Inactive,2022-02-28 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1981,135.0,223.0,448185.15,,,,
629,4868,Prof Newell Ondricka V,Mr.,Male,1,Single,48,2019-09-16,2022-04-30 00:00:00,Inactive,2022-04-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1993,91.0,284.0,125297.4825,,,,
630,4869,John Halvorson,Mr.,Male,1,Single,27,2019-08-22,2021-04-30 00:00:00,Inactive,2021-04-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Supervisor,1989,41.0,35.0,,,,,
631,4427,Khalid Lockman I,Mr.,Male,1,Single,33,2018-12-26,2020-10-31 00:00:00,Inactive,2020-10-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1992,,,,,,,
633,4815,Opal Yundt,Mr.,Male,1,Married,33,2019-07-08,2020-08-30 00:00:00,Inactive,2020-08-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1990,,,,,,,
634,4871,Garrison Steuber,Mr.,Male,1,Married,64,2019-09-01,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1971,542.0,610.0,134565.99294117646,,,,
635,4873,Laurianne Adams,Mr.,Male,3,Single,27,2019-09-16,2020-11-30 00:00:00,Inactive,2020-11-30 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Supervisor,1996,,,,,,,
636,4876,Mr Cooper Hills,Mr.,Male,3,Single,36,2019-09-16,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1994,616.0,695.0,145423.34588235294,,,,
638,4883,Prof Alfreda Mills Jr,Mr.,Male,1,Married,22,2019-09-26,2020-09-17 00:00:00,Inactive,2020-09-17 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1989,,,,,,,
639,4884,Jeramie Simonis,Mr.,Male,3,Single,22,2019-10-14,2022-10-10 00:00:00,Inactive,2022-10-10 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1989,507.0,561.0,179059.222,,,,
640,4885,Oral Marks,Mr.,Male,1,Married,8,2019-09-26,2020-06-30 00:00:00,Inactive,2020-06-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1966,,,,,,,
641,4887,Jaime Paucek,Mr.,Male,1,Married,22,2019-10-01,2020-07-31 00:00:00,Inactive,2020-07-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1987,,,,,,,
642,4893,Ashlynn Balistreri,Mr.,Male,3,Married,7,2019-10-10,2021-04-30 00:00:00,Inactive,2021-04-30 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Store Keeper,1952,2.0,3.0,,,,,
643,4894,Ima Jast,Mr.,Male,3,Married,22,2019-06-29,2020-10-15 00:00:00,Inactive,2020-10-15 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Technical Officer,1985,,,,,,,
644,4897,Prof Nannie Cole,Mr.,Male,1,Single,8,2019-10-21,2022-05-14 00:00:00,Inactive,2022-05-14 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1996,318.0,337.0,69036.333,,,,
645,4903,Dedric Steuber,Mr.,Male,3,Single,33,2019-10-28,2022-01-23 00:00:00,Inactive,2022-01-23 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,1987,231.0,266.0,378684.7233333333,,,,
646,4909,Hollie Rath,Mr.,Male,3,Married,36,2019-11-06,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1987,536.0,601.0,159088.23529411765,,,,
649,4914,Nolan Cronin Jr,Mr.,Male,4,Married,6,2019-11-18,2020-11-17 00:00:00,Inactive,2020-11-17 00:00:00,649,\N,Staff,Contarct Basis,Catholic,Project Manager,1971,,,,,,,
650,4916,Tate Hackett,Mr.,Male,1,Married,64,2019-11-19,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1968,270.0,490.0,143376.32294117648,,,,
651,4918,Wayne Hartmann,Mr.,Male,3,Married,6,2019-11-20,2020-11-20 00:00:00,Inactive,2020-11-20 00:00:00,651,\N,Staff,Contarct Basis,Hindu,Project Manager,1969,,,,,,,
652,4919,Oma McGlynn,Mr.,Male,3,Married,33,2019-11-20,2020-10-10 00:00:00,Inactive,2020-10-10 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Site Engineer,1987,,,,,,,
653,4920,Aleen Kub IV,Mr.,Male,1,Married,7,2019-11-25,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1976,427.0,445.0,91368.33470588236,,,,
654,4922,Rogelio Wyman,Mr.,Male,1,Married,64,2019-11-20,2020-07-31 00:00:00,Inactive,2020-07-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Safety Officer,1969,,,,,,,
655,4923,Bernardo Roberts,Mr.,Male,1,Single,54,2019-11-22,2020-03-14 00:00:00,Inactive,2020-03-14 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Lab Technician,1981,,,,,,,
656,4924,Jayde Gaylord DDS,Mr.,Male,1,Married,35,2019-11-25,2021-09-07 00:00:00,Inactive,2021-09-07 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Operator-Excavator,1992,135.0,207.0,111191.88,,,,
658,4928,Clarabelle Smitham,Mr.,Male,1,Married,8,2019-12-02,2020-09-30 00:00:00,Inactive,2020-09-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988,,,,,,,
659,326,Missouri Satterfield,Mr.,Male,3,Married,8,2005-11-28,\N,Active,\N,\N,\N,Staff,Contarct Basis,Hindu,Quantity Surveyor,1981,327.0,401.0,180188.88470588237,,,,
660,4420,Mikel Rutherford,Mr.,Male,1,Married,102,2018-12-01,2020-08-22 00:00:00,Inactive,2020-08-22 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Tractor Driver,1978,17.0,43.0,,,,,
662,4692,Bettie Rowe,Mr.,Male,1,Single,39,2019-01-04,2021-08-31 00:00:00,Inactive,2021-08-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer-Trainee,1993,161.0,145.0,111908.11,,,,
663,4720,Sarina Christiansen,Mr.,Male,1,Single,7,2019-05-02,2020-07-21 00:00:00,Inactive,2020-07-21 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1993,,,,,,,
664,4820,Dr Jazmyne Farrell MD,Mr.,Male,1,Married,8,2019-07-15,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988,348.0,402.0,218867.38705882357,31.0,12.0,19.0,24.0
665,3957,Toy Toy,Mr.,Male,1,Single,7,2018-06-18,2020-08-30 00:00:00,Inactive,2020-08-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1994,,,,,,,
666,4345,Annamarie Cartwright,Mr.,Male,1,Married,80,2018-10-17,2020-02-29 00:00:00,Inactive,2020-02-29 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver - cab,1985,,,,,,,
667,4768,Stanley Zulauf,Mr.,Male,1,Married,6,2019-06-03,2021-10-21 00:00:00,Inactive,2021-10-21 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1983,43.0,135.0,345652.74333333335,,,,
668,2971,Hobart Stracke,Mr.,Male,1,Single,36,2017-03-20,2021-08-08 00:00:00,Inactive,2021-08-08 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1986,120.0,108.0,94493.84,,,,
670,4858,Mrs Shanna Pagac,Mr.,Male,1,Married,22,2019-09-12,2020-09-28 00:00:00,Inactive,2020-09-28 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1987,,,,,,,
671,4688,Karen Sipes,Mr.,Male,3,Single,6,2019-05-15,2021-08-12 00:00:00,Inactive,2021-08-12 00:00:00,\N,\N,Staff,Contarct Basis,Hindu,Project Manager,1991,96.0,118.0,257891.615,,,,
672,4907,Dr Megane Stoltenberg,Mr.,Male,5,Married,24,2019-11-01,2020-07-06 00:00:00,Inactive,2020-07-06 00:00:00,\N,\N,Staff,Contarct Basis,Muslim,Driver,1976,,,,,,,
673,4915,Thurman Greenfelder,Mr.,Male,5,Married,73,2019-11-18,\N,Active,\N,673,\N,Staff,Contarct Basis,Muslim,Resident Engineer,1978,316.0,472.0,385771.8725,,,,
674,2776,Lionel Hettinger,Mr.,Male,1,Married,48,2016-11-29,2020-09-30 00:00:00,Inactive,2020-09-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1989,,,,,,,
675,3620,Elian Oberbrunner,Mr.,Male,1,Married,37,2017-12-16,2020-09-15 00:00:00,Inactive,2020-09-15 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver-Tractor,1980,,,,,,,
676,4708,Loraine Schmeler,Mr.,Male,1,Single,31,2019-04-22,2020-04-30 00:00:00,Inactive,2020-04-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958,,,,,,,
677,3930,Manuel Rau,Mr.,Male,1,Married,55,2019-01-01,2021-06-30 00:00:00,Inactive,2021-06-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1976,11.0,11.0,43214.490000000005,,,,
678,3933,Prof Barney Carroll Sr,Mr.,Male,1,Single,31,2019-01-01,2020-12-28 00:00:00,Inactive,2020-12-28 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,,,14927.0,,,,
680,4510,Prof Rowena Skiles,Mr.,Male,1,Married,31,2019-01-01,2020-12-31 00:00:00,Inactive,2020-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,,,18916.0,,,,
682,169036,Oleta Schroeder,Mr.,Male,1,Married,31,2020-12-06,2021-05-31 00:00:00,Inactive,2021-05-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1955,33.0,30.0,23087.65,,,,
683,4516,America Haley,Mr.,Male,1,Married,55,2019-01-01,2020-12-31 00:00:00,Inactive,2020-12-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1991,,,88968.47999999998,,,,
684,55,Nathen Langosh MD,Mr.,Male,1,Married,22,1998-06-25,2021-01-16 00:00:00,Inactive,2021-01-16 00:00:00,\N,\N,Staff,Permanant,Buddhist,Technical Officer,1978,,,,,,,
685,4521,Mr Efren Langworth Jr,Mr.,Male,1,Married,31,2019-01-01,2020-11-28 00:00:00,Inactive,2020-11-28 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,,,27709.15,,,,
686,4537,Lacey Paucek,Mr.,Male,1,Married,31,2019-02-01,2020-09-30 00:00:00,Inactive,2020-09-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1954,,,19968.733333333334,,,,
689,4776,Mrs Bessie Schultz,Mr.,Male,1,Married,99,2019-06-24,2020-12-31 00:00:00,Inactive,2020-12-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Resident Site Engineer,1959,,,,,,,
690,4777,Miss Wanda Bayer,Mr.,Male,1,Married,7,2019-06-24,2022-02-10 00:00:00,Inactive,2022-02-10 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1974,289.0,278.0,98555.35714285714,,,,
691,4813,Irving Paucek,Mr.,Male,1,Single,22,2019-03-07,2020-12-30 00:00:00,Inactive,2020-12-30 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1991,,,,,,,
692,4857,Dr Marion Borer,Mr.,Male,1,Married,6,2019-01-08,2020-12-31 00:00:00,Inactive,2020-12-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Project Manager,1987,,,,,,,
693,50016,Prof Sienna Quigley,Mr.,Male,1,Married,99,2019-03-10,2020-04-02 00:00:00,Inactive,2020-04-02 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Resident Site Engineer,1955,,,,,,,
695,4615,Chanel Spencer,Mr.,Male,1,Married,31,2019-02-01,2020-11-25 00:00:00,Inactive,2020-11-25 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1965,,,21446.8,,,,
697,4742,Cletus Bayer Sr,Mr.,Male,1,Married,31,2019-05-01,2021-08-31 00:00:00,Inactive,2021-08-31 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,39.0,88.0,25673.0,,,,
698,4977,Dr Dashawn Bailey,Mr.,Male,1,Married,122,2020-06-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,1958,637.0,636.0,75187.53,,,,
699,2815,Weston Prohaska III,Mr.,Male,1,Married,22,2016-12-22,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986,103.0,546.0,150256.2994117647,,,,
700,70087,Alejandra Kreiger,Mr.,Male,1,Single,122,2019-09-01,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Security,1991,0.0,1.0,68320.52631578948,,,,
701,5150,Prof Marlin Adams,Mr.,Male,1,Single,31,2021-01-01,2022-04-07 00:00:00,Inactive,2022-04-07 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992,217.0,268.0,48458.53846153846,,,,
702,75127,Fausto Konopelski,Mr.,Male,1,Married,122,2019-10-09,2020-11-22 00:00:00,Inactive,2020-11-22 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Security,1961,,,0.0,,,,
703,75128,Cali Jacobson,Mr.,Male,1,Married,122,2019-10-10,2021-03-30 00:00:00,Inactive,2021-03-30 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Security,1981,0.0,0.0,0.0,,,,
709,3952,Leif Konopelski,Mr.,Male,1,Single,48,2018-06-01,2022-02-24 00:00:00,Inactive,2022-02-24 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Draughtsman,1994,156.0,157.0,65268.78285714285,,,,
710,5020,Prof Norma Osinski MD,Mr.,Male,1,Single,31,2020-01-08,2020-11-24 00:00:00,Inactive,2020-11-24 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999,,,46304.8,,,,
711,4341,Brandt Satterfield,Mr.,Male,1,Married,24,2018-10-10,2020-06-10 00:00:00,Inactive,2020-06-10 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1972,,,,,,,
712,4398,Hope White,Mr.,Male,5,Single,65,2018-11-12,2022-06-30 00:00:00,Inactive,2022-06-30 00:00:00,\N,\N,Staff,Contarct Basis,Muslim,Design Engineer,1994,62.0,224.0,223507.9372727273,11.0,1.0,0.0,12.0
713,4574,Wilburn Gleason,Mr.,Male,1,Single,86,2019-02-25,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,QA/QC Engineer,1993,134.0,416.0,232188.33352941176,,,,
715,4723,Dr Ward Pagac,Mr.,Male,1,Single,33,2019-06-10,2021-10-18 00:00:00,Inactive,2021-10-18 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1992,58.0,166.0,179160.27333333337,,,,
716,50000,Prof Vickie Oberbrunner I,Mr.,Male,3,Married,6,2020-04-01,2020-12-12 00:00:00,Inactive,2020-12-12 00:00:00,716,\N,Staff,Contarct Basis,Hindu,Project Manager,1962,,,,,,,
717,50004,Mrs Veronica Ziemann,Ms.,Female,1,Single,125,2020-07-10,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1993,307.0,252.0,44901.11066666667,,,,
719,5056,Emilio Lebsack,Mr.,Male,1,Married,31,2020-02-02,2021-03-30 00:00:00,Inactive,2021-01-15 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958,10.0,8.0,48137.9,,,,
718,50005,Dr Jessy Schmidt,Ms.,Female,1,Single,125,2020-07-03,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1996,133.0,326.0,45565.55533333333,,,,
720,50009,Danial Hyatt,Ms.,Female,1,Single,125,2018-05-14,2020-09-04 00:00:00,Inactive,2020-09-04 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Data Colector,1993,,,,,,,
721,5057,Alexandro Marvin DDS,Mr.,Male,1,Married,31,2020-02-03,2020-12-19 00:00:00,Inactive,2020-12-19 00:00:00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967,,,61751.8,,,,
724,4937,Clementine Lehner,Ms.,Female,1,Married,22,2020-01-01,2021-07-31 00:00:00,Inactive,2021-07-31 00:00:00,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1970,12.0,5.0,74023.38,,,,
